,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,NObeyesdad,lifestyle
12041,1,3,3,1,0,1,0,1,1,0,1,-1
12095,0,3,1,1,0,2,0,2,0,0,1,-1
12253,0,2,3,1,0,2,0,0,2,1,1,-1
12309,1,2,3,1,0,1,0,2,0,1,1,-1
12313,1,2,3,1,0,2,0,2,0,0,1,-1
12343,1,2,3,1,0,2,0,1,1,0,1,-1
12350,1,3,3,1,0,1,0,1,1,0,1,-1
12388,1,2,3,1,0,2,0,1,1,0,1,-1
12391,1,2,3,1,0,2,0,1,1,0,1,-1
12402,1,2,3,1,1,1,0,1,1,1,1,-1
12621,1,3,3,2,0,2,1,1,0,1,1,-1
12652,1,2,3,2,0,1,0,0,1,1,1,-1
12654,1,3,3,1,0,2,0,2,1,1,1,-1
12668,1,2,3,1,0,2,0,1,1,0,1,-1
12710,1,2,3,1,0,1,0,1,1,1,1,-1
12839,1,3,3,1,0,1,0,0,2,0,1,-1
12852,1,2,3,2,0,1,0,0,1,1,1,-1
12897,0,2,3,2,0,2,0,1,0,1,1,-1
12899,0,2,3,1,0,2,0,1,1,1,1,-1
12900,1,3,3,2,0,2,0,1,1,1,1,-1
12918,1,2,3,1,0,1,0,1,1,1,1,-1
12987,1,2,3,1,0,2,0,1,1,0,1,-1
13151,1,2,3,1,0,3,0,2,1,1,1,-1
13203,1,1,3,1,0,2,0,0,2,1,1,-1
13207,0,2,3,2,0,2,0,0,1,1,1,-1
13220,0,2,3,1,0,2,1,1,0,1,1,-1
13263,1,2,3,1,0,2,0,1,1,0,1,-1
13303,1,3,3,2,0,2,1,1,0,1,1,-1
13310,1,3,3,1,0,1,0,1,1,0,1,-1
13375,1,2,3,1,0,1,0,1,1,1,1,-1
13497,1,2,3,3,0,2,0,0,0,0,1,-1
13549,0,3,3,2,0,1,0,1,0,1,1,-1
13635,1,3,3,1,0,1,0,1,1,0,1,-1
13647,1,2,3,1,0,2,0,1,1,0,1,-1
13679,1,3,3,1,0,2,1,1,1,1,1,-1
13726,1,2,3,1,0,2,0,1,1,0,1,-1
13734,1,3,3,1,0,2,0,3,0,1,1,-1
13755,1,2,4,2,0,2,0,1,0,0,1,-1
13868,1,2,4,1,0,2,0,2,0,0,1,-1
13903,1,3,3,1,0,2,0,2,1,1,1,-1
13994,0,2,3,1,0,2,0,2,0,1,1,-1
14016,1,2,3,2,0,1,0,1,0,1,1,-1
14034,1,2,3,1,0,2,0,1,1,0,1,-1
14215,1,3,3,2,0,2,0,1,1,1,1,-1
14309,1,2,3,1,0,2,0,1,1,0,1,-1
14315,1,2,3,2,0,1,0,1,0,1,1,-1
14385,1,2,3,2,0,1,0,0,1,1,1,-1
14536,1,3,3,3,0,2,0,1,0,1,1,-1
14624,1,2,4,1,0,2,0,1,1,0,1,-1
14644,0,3,3,1,0,2,0,1,1,0,1,-1
14676,1,3,3,2,0,2,0,1,1,1,1,-1
14720,1,1,3,1,0,1,0,1,0,0,1,-1
14759,1,2,3,1,0,1,0,0,2,1,1,-1
14828,1,3,3,2,0,2,0,1,1,1,1,-1
15036,1,3,3,1,0,1,0,1,1,0,1,-1
15056,1,2,3,1,0,1,0,2,0,1,1,-1
15057,1,2,3,1,0,2,0,3,0,2,1,-1
15094,1,3,3,3,0,2,0,1,0,1,1,-1
15185,1,3,3,2,0,2,0,1,1,1,1,-1
15266,0,3,3,2,0,3,0,1,1,1,1,-1
15312,1,2,3,3,0,1,0,0,0,1,1,-1
15335,1,2,4,3,0,2,0,0,0,0,1,-1
15338,1,3,3,1,0,2,0,1,2,1,1,-1
15364,1,3,1,1,0,2,0,2,1,1,1,-1
15369,1,2,3,1,0,2,0,1,1,0,1,-1
15465,1,2,3,1,0,1,0,1,1,1,1,-1
15524,0,2,3,2,0,2,0,0,1,1,1,-1
15526,1,2,3,1,0,2,0,1,1,0,1,-1
15537,1,2,3,1,0,2,0,1,1,0,1,-1
15565,1,3,3,2,0,2,0,2,0,1,1,-1
15575,1,2,3,1,0,1,0,0,2,1,1,-1
15683,1,2,3,1,0,2,0,1,1,0,1,-1
15689,1,2,3,2,0,2,0,0,1,0,1,-1
15757,1,3,3,1,0,2,0,3,0,1,1,-1
15772,1,3,3,1,0,2,0,2,1,1,1,-1
15800,1,2,3,1,0,2,0,2,0,0,1,-1
15921,0,2,3,1,0,2,0,1,1,1,1,-1
15937,1,3,4,1,0,2,1,2,0,1,1,-1
15947,1,2,3,1,0,2,0,1,1,0,1,-1
15974,0,2,3,3,0,2,0,0,0,1,1,-1
16001,1,2,4,1,0,2,0,2,0,0,1,-1
16071,1,2,3,2,0,2,0,1,0,0,1,-1
16203,1,2,3,1,0,1,0,1,1,1,1,-1
16224,1,2,3,1,0,1,0,1,1,1,1,-1
16228,1,2,3,1,0,2,0,1,1,0,1,-1
16229,1,2,3,1,0,2,0,1,1,0,1,-1
16341,1,2,3,1,0,1,0,1,1,1,1,-1
16400,1,2,1,2,0,1,0,1,0,1,1,-1
16445,1,3,3,2,0,2,0,2,0,1,1,-1
16603,1,2,3,1,0,1,0,1,1,1,1,-1
16825,1,3,3,1,0,2,0,2,1,1,1,-1
16857,1,2,3,1,0,2,0,2,0,0,1,-1
16986,1,2,3,2,0,1,0,1,0,1,1,-1
16991,0,2,3,2,0,2,0,1,0,1,1,-1
16992,1,3,3,2,0,2,0,2,0,1,1,-1
17017,1,2,3,1,1,1,0,1,1,1,1,-1
17045,1,1,3,1,0,2,0,1,1,1,1,-1
17144,1,2,3,1,0,2,0,1,1,0,1,-1
17178,1,1,1,1,0,2,1,0,1,1,1,-1
17267,1,2,1,2,0,1,0,1,0,1,1,-1
17286,1,2,3,1,0,1,0,2,0,1,1,-1
17305,1,3,3,1,0,2,1,2,0,1,1,-1
17372,1,2,3,1,0,1,0,1,1,1,1,-1
17451,1,2,3,1,0,1,0,1,1,1,1,-1
17548,1,3,3,1,0,1,0,2,0,0,1,-1
17567,1,1,3,1,0,2,0,1,1,1,1,-1
17611,1,3,3,1,0,2,0,2,1,1,1,-1
17613,1,2,3,1,0,2,0,1,1,0,1,-1
17755,1,3,3,1,1,2,0,2,1,1,1,-1
17778,1,2,3,1,0,1,0,1,1,1,1,-1
17823,1,2,3,1,0,1,0,0,2,1,1,-1
17835,1,3,3,2,0,2,1,1,0,1,1,-1
17917,1,2,3,1,0,2,0,1,1,0,1,-1
18070,1,3,3,1,0,1,0,2,0,0,1,-1
18159,1,3,3,1,0,2,0,1,2,1,1,-1
18320,0,3,3,1,0,3,0,2,1,1,1,-1
18327,1,2,3,1,0,1,0,0,2,1,1,-1
18334,0,3,1,1,0,2,0,2,0,0,1,-1
18351,1,2,1,1,0,1,0,1,1,1,1,-1
18438,1,2,3,1,0,1,0,1,1,1,1,-1
18441,1,3,3,1,0,2,0,2,1,1,1,-1
18532,0,2,4,3,0,3,0,0,0,0,1,-1
18556,1,2,3,1,0,2,0,1,1,0,1,-1
18593,1,2,1,1,0,1,0,1,1,1,1,-1
18599,1,2,3,2,0,2,0,1,0,0,1,-1
18620,1,2,3,1,0,2,0,1,1,0,1,-1
18696,1,2,3,2,0,1,0,1,0,1,1,-1
18767,1,2,3,1,0,1,0,2,0,1,1,-1
18768,1,2,3,1,0,2,0,1,1,0,1,-1
18769,0,2,3,1,0,2,0,2,0,1,1,-1
18809,1,2,3,1,0,2,0,1,1,0,1,-1
18819,1,3,3,2,0,1,0,1,0,0,1,-1
18852,0,1,3,1,0,2,0,0,1,0,1,-1
18869,1,2,3,1,0,3,0,2,1,1,1,-1
18983,1,2,1,1,0,2,0,1,1,0,1,-1
18985,0,2,3,1,0,3,0,3,0,2,1,-1
19005,1,2,3,2,0,3,0,1,1,1,1,-1
19036,1,3,3,1,0,2,1,1,1,1,1,-1
19075,0,3,3,2,0,2,0,0,1,0,1,-1
19102,1,3,3,1,0,3,0,1,2,0,1,-1
19186,1,2,3,2,0,1,0,0,1,1,1,-1
19273,1,2,3,1,0,2,0,2,0,0,1,-1
19280,1,3,3,1,0,2,0,2,1,1,1,-1
19359,1,2,3,1,0,1,0,1,1,1,1,-1
19369,1,2,3,1,0,2,0,1,1,0,1,-1
19447,0,2,4,1,0,3,0,2,0,0,1,-1
19451,1,2,1,1,0,2,0,1,1,0,1,-1
19488,1,2,3,3,0,1,0,0,0,1,1,-1
19521,1,3,3,1,0,2,0,3,0,1,1,-1
19540,1,3,4,1,0,1,0,1,1,0,1,-1
19566,1,3,3,1,0,2,1,2,0,1,1,-1
19568,1,2,3,1,0,1,0,2,0,1,1,-1
19794,1,3,4,1,0,2,0,2,1,1,1,-1
19868,0,3,3,1,0,2,1,0,1,0,1,-1
20048,1,3,3,1,0,1,0,0,2,0,1,-1
20062,0,2,1,1,0,2,0,2,0,1,1,-1
20155,1,3,1,2,0,2,0,1,1,1,1,-1
20174,1,3,3,1,0,1,0,1,1,0,1,-1
20302,1,2,3,1,0,2,0,1,1,0,1,-1
20344,1,2,3,1,0,1,0,1,1,1,1,-1
20430,1,2,3,1,1,1,0,1,1,1,1,-1
20453,0,3,3,1,0,2,0,2,0,0,1,-1
20502,1,2,3,1,0,3,0,2,1,1,1,-1
20526,1,3,3,3,0,2,0,1,0,1,1,-1
20546,1,2,3,1,0,2,0,2,0,0,1,-1
20615,0,2,3,1,0,2,0,2,0,1,1,-1
20740,0,2,3,1,0,2,0,2,0,1,1,-1
28,1,3,3,1,0,2,0,2,0,0,1,0
63,1,3,3,1,0,2,0,2,0,0,1,0
112,1,3,3,1,0,2,0,2,0,0,1,0
147,1,2,3,1,0,1,0,0,1,0,1,0
160,1,2,3,1,0,2,0,1,1,1,1,0
236,1,2,3,1,0,2,0,1,1,1,1,0
238,1,2,3,1,0,2,0,1,1,1,1,0
272,1,2,4,1,0,2,0,1,1,1,1,0
339,1,3,3,1,0,2,0,1,1,0,1,0
352,1,2,3,1,0,2,1,1,0,1,1,0
389,1,2,3,1,0,2,0,2,0,1,1,0
414,1,2,1,1,0,1,0,1,0,0,1,0
448,1,1,3,1,0,2,0,0,1,0,1,0
467,1,2,1,1,0,2,0,1,1,1,1,0
535,1,3,3,1,0,2,0,1,1,0,1,0
545,1,3,3,2,0,3,0,2,0,1,1,0
552,1,3,3,1,0,1,0,1,1,1,1,0
559,1,2,3,1,0,1,0,1,0,0,1,0
632,1,3,3,1,0,1,0,1,1,1,1,0
642,1,2,1,1,0,2,0,1,1,1,1,0
768,1,2,1,2,0,2,0,1,0,1,1,0
791,0,2,3,1,0,1,0,0,1,1,1,0
798,0,2,3,1,0,2,0,1,0,0,1,0
804,1,3,3,1,0,3,0,2,1,1,1,0
919,1,3,3,1,0,2,0,1,1,0,1,0
937,1,3,3,2,0,2,0,1,1,2,1,0
958,1,2,3,1,0,3,0,2,0,0,1,0
1072,1,2,3,1,0,2,0,2,0,1,1,0
1157,1,2,3,1,0,2,0,1,1,1,1,0
1158,1,3,3,2,0,3,0,2,0,1,1,0
1165,1,3,3,2,0,2,0,1,0,0,1,0
1245,1,3,1,1,0,1,0,2,0,1,1,0
1272,1,2,1,1,0,3,0,1,1,0,1,0
1314,1,2,3,1,0,2,0,1,1,1,1,0
1417,1,2,3,2,0,2,0,0,1,1,1,0
1428,1,2,3,3,0,2,0,0,0,1,1,0
1444,0,2,3,0,0,3,0,3,0,1,1,0
1458,1,2,3,1,0,1,0,1,1,2,1,0
1550,1,2,3,1,0,2,0,1,1,1,1,0
1567,1,3,3,2,0,1,0,1,0,1,1,0
1615,1,3,3,1,0,2,1,1,0,0,1,0
1731,1,3,4,2,0,1,0,0,1,1,1,0
1776,1,2,3,1,0,2,0,1,1,1,1,0
1814,0,2,3,1,0,2,0,1,0,0,1,0
1961,1,2,4,1,0,2,0,2,0,1,1,0
1997,1,2,3,1,0,2,0,2,0,1,1,0
2113,1,3,3,2,0,2,0,1,0,0,1,0
2166,1,3,3,2,0,2,0,0,1,0,1,0
2206,0,3,3,1,0,2,0,1,1,1,1,0
2373,0,2,3,1,0,2,0,0,1,0,1,0
2409,1,2,3,1,0,1,0,1,0,0,1,0
2417,1,2,4,2,0,2,0,0,1,1,1,0
2491,1,2,4,2,0,2,0,1,0,1,1,0
2609,1,2,3,2,0,2,0,1,0,1,1,0
2618,1,2,3,1,0,2,0,1,1,1,1,0
2638,1,2,3,1,0,2,0,2,0,1,1,0
2815,0,2,3,1,0,2,0,1,0,0,1,0
2846,0,3,3,1,0,1,0,0,1,0,1,0
2905,1,2,3,1,0,3,0,1,1,0,1,0
2954,1,3,1,1,0,2,0,2,0,0,1,0
2955,1,3,1,1,0,3,0,2,1,1,1,0
2959,1,2,3,1,0,2,0,1,1,1,1,0
3133,1,2,3,1,0,2,0,1,1,1,1,0
3243,0,3,4,2,0,2,0,1,0,1,1,0
3250,1,2,3,1,0,2,0,1,1,1,1,0
3252,1,1,3,1,0,1,0,1,0,1,1,0
3285,1,2,3,1,0,2,0,1,1,1,1,0
3341,0,3,3,1,0,3,0,2,0,0,1,0
3368,1,2,3,1,0,1,0,1,0,0,1,0
3388,0,3,4,2,0,1,0,0,0,0,1,0
3420,1,2,3,1,0,2,0,1,1,1,1,0
3521,1,1,3,1,0,2,0,0,1,0,1,0
3594,0,3,4,1,0,2,0,1,1,1,1,0
3659,1,2,3,1,0,2,0,1,1,1,1,0
3699,1,2,3,1,0,2,0,1,1,1,1,0
3784,1,3,3,1,0,1,0,1,1,1,1,0
3812,1,2,3,2,0,2,0,0,1,1,1,0
3838,0,3,4,2,0,2,0,1,0,1,1,0
3860,1,2,3,2,0,2,0,1,0,1,1,0
3864,1,2,3,2,0,2,0,0,1,1,1,0
3894,1,2,3,1,0,2,0,1,1,1,1,0
3949,1,3,3,3,0,2,0,0,0,0,1,0
4002,1,2,3,1,0,1,0,1,0,0,1,0
4130,1,3,3,1,0,1,0,1,1,1,1,0
4142,1,2,3,1,0,2,0,1,1,1,1,0
4319,1,3,4,2,0,1,1,0,0,1,1,0
4325,1,2,3,1,0,2,0,1,1,1,1,0
4484,1,3,3,1,0,2,0,2,0,0,1,0
4549,1,2,3,1,0,2,0,1,1,1,1,0
4588,1,3,3,1,0,1,0,1,1,1,1,0
4676,1,2,3,1,0,2,0,1,1,1,1,0
4702,1,2,3,1,0,2,0,0,2,1,1,0
4708,1,2,3,1,0,3,0,2,0,0,1,0
4730,1,2,3,1,0,2,0,0,2,1,1,0
4748,1,2,3,1,0,2,0,2,0,1,1,0
4791,1,3,3,1,0,1,0,1,1,1,1,0
4869,1,2,3,1,0,1,0,1,0,0,1,0
4872,1,2,3,2,0,2,0,1,0,1,1,0
4892,1,3,3,2,0,3,0,2,0,1,1,0
4920,1,3,3,1,0,1,0,1,1,1,1,0
4943,1,2,3,1,0,2,0,1,1,1,1,0
5010,1,2,3,1,0,2,0,1,1,1,1,0
5019,1,2,3,2,0,2,0,1,0,1,1,0
5050,0,2,3,1,0,3,0,1,1,1,1,0
5075,1,2,3,2,0,3,0,0,1,0,1,0
5103,1,3,3,1,0,3,0,2,1,1,1,0
5132,1,3,3,1,0,2,0,2,0,0,1,0
5163,1,3,3,1,0,2,0,2,0,0,1,0
5173,1,2,3,2,0,2,0,1,0,1,1,0
5296,1,2,3,1,0,2,0,1,1,1,1,0
5335,1,3,3,2,0,1,0,1,0,1,1,0
5402,0,2,3,1,0,1,0,1,0,1,1,0
5404,1,2,3,2,0,2,0,1,0,1,1,0
5407,0,3,3,1,0,2,0,2,0,1,1,0
5450,1,3,3,3,0,1,0,0,0,1,1,0
5472,1,3,3,2,0,2,0,1,0,0,1,0
5514,1,2,3,1,0,2,0,1,1,1,1,0
5617,0,3,3,1,0,2,0,1,1,1,1,0
5620,1,3,3,2,0,1,0,0,1,1,1,0
5629,1,2,3,1,0,2,0,1,1,1,1,0
5632,1,3,1,2,0,1,0,0,1,1,1,0
5638,1,2,3,1,0,2,0,1,1,1,1,0
5647,1,3,3,1,0,2,0,1,1,0,1,0
5656,1,3,3,1,0,1,0,1,1,1,1,0
5685,1,2,3,1,0,2,0,1,1,1,1,0
5687,1,2,3,1,0,2,0,1,1,1,1,0
5746,1,2,3,1,0,1,0,1,0,0,1,0
5837,1,2,1,1,0,2,0,2,0,1,1,0
5882,0,2,3,2,0,2,0,0,0,0,1,0
5926,1,2,3,1,0,2,0,0,2,1,1,0
6022,1,3,3,2,1,1,0,1,0,1,1,0
6050,1,2,1,2,0,2,0,1,0,1,1,0
6070,1,2,3,1,0,1,0,1,0,0,1,0
6120,1,3,3,1,0,2,0,1,1,0,1,0
6134,0,2,3,1,0,2,0,0,1,0,1,0
6189,1,2,1,1,0,2,0,1,1,1,1,0
6209,1,2,1,2,0,2,0,0,1,1,1,0
6236,1,2,3,2,0,2,0,0,1,1,1,0
6310,1,2,3,1,0,2,1,1,0,1,1,0
6374,1,3,3,1,0,1,0,0,2,1,1,0
6419,0,3,3,1,0,2,0,2,0,1,1,0
6435,1,3,3,1,0,2,0,0,2,0,1,0
6498,1,2,3,1,0,1,0,1,0,0,1,0
6598,1,2,1,1,0,2,0,1,1,1,1,0
6627,1,3,3,2,0,2,0,1,1,2,1,0
6662,1,2,3,1,0,2,0,0,2,1,1,0
6663,1,2,3,1,0,1,0,0,1,0,1,0
6747,0,2,3,1,0,1,0,1,0,1,1,0
6792,1,2,3,1,0,2,0,2,0,1,1,0
6794,1,2,3,1,0,1,0,0,1,0,1,0
6850,1,2,1,1,0,2,0,1,1,1,1,0
6918,1,3,3,1,0,2,0,1,1,0,1,0
6934,1,2,3,1,0,3,0,1,1,0,1,0
6949,0,3,1,2,0,2,0,0,1,1,1,0
6974,1,2,3,2,0,2,0,0,1,1,1,0
7065,1,2,3,0,0,2,0,2,1,1,1,0
7155,1,2,3,1,0,2,0,2,0,1,1,0
7160,1,3,3,1,0,2,0,1,1,0,1,0
7252,0,3,3,1,0,1,0,0,1,0,1,0
7319,1,3,3,1,0,3,0,3,0,1,1,0
7359,1,2,3,2,1,1,0,0,0,0,1,0
7399,1,3,3,1,0,2,0,2,0,0,1,0
7453,1,2,3,2,0,2,0,1,0,1,1,0
7464,1,2,3,2,0,2,0,0,1,1,1,0
7585,1,2,3,1,0,2,0,1,1,1,1,0
7707,1,3,3,1,0,2,0,2,0,0,1,0
7708,0,2,3,1,0,2,0,1,0,0,1,0
7749,1,2,3,1,0,2,0,1,1,1,1,0
7835,1,2,3,1,0,2,1,1,0,1,1,0
7850,1,2,3,1,0,2,0,1,1,1,1,0
7908,1,3,3,1,0,1,0,0,2,1,1,0
7951,1,3,3,2,0,1,0,1,0,1,1,0
7981,1,2,3,1,0,2,0,1,1,1,1,0
8008,1,2,3,1,0,2,0,1,1,1,1,0
8057,1,2,3,1,0,2,0,1,1,1,1,0
8116,1,2,1,1,0,1,0,0,1,0,1,0
8118,1,2,3,1,0,2,0,1,1,1,1,0
8150,1,2,3,1,0,2,0,1,1,1,1,0
8188,1,3,3,1,0,2,1,1,0,0,1,0
8196,1,3,3,1,0,1,0,1,1,1,1,0
8212,1,1,3,1,0,2,0,0,1,0,1,0
8358,1,2,3,1,0,2,0,2,0,1,1,0
8414,1,2,3,1,0,2,0,2,0,1,1,0
8454,1,3,3,1,0,3,0,2,1,1,1,0
8479,0,3,3,1,0,2,0,2,0,1,1,0
8481,1,2,4,1,0,2,0,2,0,1,1,0
8517,1,2,3,1,0,2,0,1,1,1,1,0
8564,1,2,3,1,0,2,0,1,1,1,1,0
8661,1,3,1,1,0,2,0,3,0,2,1,0
8685,0,2,4,1,0,3,0,2,0,1,1,0
8724,1,3,3,1,0,3,0,3,0,1,1,0
8840,1,2,3,1,0,2,0,1,1,1,1,0
8870,1,2,3,1,0,2,0,1,1,1,1,0
8910,1,3,3,1,0,1,0,1,1,1,1,0
9070,1,2,3,1,0,2,0,2,0,1,1,0
9180,1,2,1,1,0,2,0,1,1,1,1,0
9236,1,3,1,0,0,2,1,2,0,0,1,0
9319,1,2,3,1,0,2,0,2,0,1,1,0
9357,1,2,3,1,0,2,0,2,0,1,1,0
9366,1,3,3,1,0,1,0,1,1,1,1,0
9414,1,2,1,1,0,2,0,1,1,1,1,0
9416,1,2,1,1,0,2,0,2,0,1,1,0
9489,1,2,3,1,0,2,0,0,2,1,1,0
9545,1,2,3,1,0,2,0,1,1,1,1,0
9600,1,2,3,1,0,2,0,1,1,1,1,0
9711,1,3,3,1,0,1,0,1,1,1,1,0
9758,1,2,3,1,0,2,0,2,0,1,1,0
9773,1,2,3,1,0,2,0,1,1,1,1,0
9816,1,2,3,1,0,2,0,1,1,1,1,0
10045,1,3,3,1,0,3,0,2,1,1,1,0
10076,1,2,3,2,0,2,0,1,0,1,1,0
10116,1,2,3,1,0,2,0,1,1,1,1,0
10128,0,2,3,1,0,1,0,1,0,1,1,0
10143,0,2,3,1,0,2,0,1,0,0,1,0
10152,1,2,1,1,0,1,0,1,0,0,1,0
10174,1,3,3,1,0,2,0,1,1,0,1,0
10233,1,2,1,1,0,2,0,1,1,1,1,0
10281,1,2,4,1,0,1,1,1,0,2,1,0
10284,1,2,1,1,0,2,0,1,1,1,1,0
10332,1,2,3,1,0,2,0,2,0,1,1,0
10352,1,2,3,1,0,2,0,1,1,1,1,0
10358,1,2,3,1,0,2,0,0,2,1,1,0
10407,1,2,3,2,0,2,0,1,0,1,1,0
10408,1,3,3,1,0,1,0,2,0,1,1,0
10440,0,2,3,1,0,1,0,1,0,1,1,0
10462,1,3,1,1,0,1,0,2,0,1,1,0
10555,1,3,3,2,0,2,0,1,0,0,1,0
10637,1,2,3,1,0,1,0,1,0,0,1,0
10646,1,2,3,1,0,2,0,1,1,1,1,0
10735,1,2,3,2,0,3,0,1,0,0,1,0
10771,1,2,3,1,0,2,0,1,1,1,1,0
10797,1,3,3,2,0,2,0,0,1,0,1,0
10846,1,3,3,2,0,1,0,1,0,1,1,0
10871,1,2,3,1,0,2,0,1,1,1,1,0
10886,1,2,3,1,0,2,0,2,0,1,1,0
10937,1,2,3,1,0,2,0,1,1,1,1,0
10989,1,3,3,1,0,2,0,0,2,0,1,0
11035,1,2,3,1,0,2,0,2,0,1,1,0
11093,1,2,3,2,0,2,0,1,0,1,1,0
11161,1,2,3,1,0,3,0,0,2,0,1,0
11199,1,2,3,1,0,1,0,0,1,0,1,0
11331,1,2,3,1,0,1,0,0,1,0,1,0
11367,1,2,3,1,0,1,0,1,0,0,1,0
11371,1,3,3,1,0,1,0,1,1,1,1,0
11407,1,3,3,1,0,1,0,1,1,1,1,0
11484,1,3,1,2,0,2,0,1,0,0,1,0
11600,1,3,3,3,0,3,0,1,0,1,1,0
11638,1,3,3,1,0,1,1,1,0,1,1,0
11679,1,2,3,1,0,2,0,1,1,1,1,0
11685,1,2,3,2,0,2,0,1,0,1,1,0
11759,1,3,3,2,0,1,0,0,1,1,1,0
11791,1,3,3,1,0,1,0,2,0,1,1,0
11875,1,2,3,2,0,2,0,0,1,1,1,0
11892,1,2,3,1,0,2,0,2,0,1,1,0
11912,1,2,3,1,0,2,0,1,1,1,1,0
11935,1,2,3,1,0,2,0,1,1,1,1,0
12013,1,2,3,1,0,2,0,0,2,1,1,0
12054,1,3,3,2,0,2,0,1,0,0,1,0
12102,1,3,3,1,0,2,0,2,0,0,1,0
12117,1,2,3,1,0,1,0,1,0,0,1,0
12159,0,2,3,1,0,2,0,1,0,0,1,0
12356,1,2,4,1,0,2,0,1,1,1,1,0
12359,1,2,3,1,0,2,0,2,0,1,1,0
12373,1,2,1,1,0,3,0,2,0,0,1,0
12444,1,3,3,1,0,1,0,1,1,1,1,0
12454,1,3,3,3,0,2,0,0,0,0,1,0
12502,0,2,3,1,0,1,0,1,0,1,1,0
12563,1,2,3,2,0,1,0,0,0,0,1,0
12680,1,1,3,1,0,2,0,0,1,0,1,0
12745,0,1,1,1,0,2,0,0,1,1,1,0
12828,1,2,1,2,0,2,0,1,0,1,1,0
12919,1,2,3,1,0,3,0,2,1,2,1,0
12999,0,3,3,1,0,3,0,2,0,0,1,0
13049,1,2,1,1,0,3,0,1,1,0,1,0
13079,1,3,3,1,0,3,0,1,2,1,1,0
13192,1,2,3,3,0,2,0,0,0,1,1,0
13208,1,2,3,1,0,2,0,1,1,1,1,0
13238,0,3,3,2,0,2,0,1,0,1,1,0
13316,1,2,3,1,0,2,0,1,1,1,1,0
13345,1,3,3,2,0,3,0,1,1,1,1,0
13353,1,2,1,1,0,2,0,1,1,1,1,0
13432,1,3,3,1,0,2,0,1,1,0,1,0
13514,1,3,1,1,0,3,1,1,1,1,1,0
13566,1,2,3,1,0,1,0,1,0,0,1,0
13581,1,2,4,2,0,2,0,1,0,1,1,0
13616,1,2,3,1,0,1,0,1,0,0,1,0
13668,1,3,3,1,0,1,0,2,0,1,1,0
13670,0,3,1,2,0,3,0,1,0,0,1,0
13730,1,3,3,2,0,2,0,1,0,0,1,0
13751,1,2,3,1,0,2,0,1,1,1,1,0
13765,1,3,3,1,0,2,0,1,1,0,1,0
13781,1,3,3,1,0,1,0,1,1,1,1,0
13864,1,1,3,1,0,2,0,0,1,0,1,0
13898,1,2,1,2,0,2,0,1,0,1,1,0
13925,1,2,3,1,0,1,0,1,0,0,1,0
13926,1,2,3,1,0,2,0,1,1,1,1,0
13950,1,2,3,2,0,2,0,1,0,1,1,0
14010,1,2,3,1,0,2,0,1,1,1,1,0
14024,1,2,1,1,0,2,0,2,0,1,1,0
14066,0,2,3,1,0,1,0,1,0,1,1,0
14087,1,2,3,2,0,2,0,1,0,1,1,0
14120,1,2,3,1,0,2,0,1,1,1,1,0
14129,1,2,3,1,0,2,0,1,1,1,1,0
14131,1,2,1,1,0,2,0,1,1,1,1,0
14157,1,3,3,1,0,2,0,2,1,2,1,0
14194,1,2,3,1,0,2,0,1,1,1,1,0
14229,1,3,3,1,0,2,0,1,1,0,1,0
14287,1,2,3,1,0,2,0,1,1,1,1,0
14370,1,3,3,1,0,2,0,1,1,0,1,0
14391,1,2,3,1,0,1,0,1,0,0,1,0
14398,1,2,3,1,0,2,0,1,1,1,1,0
14579,1,3,3,1,0,2,0,1,1,0,1,0
14589,1,2,3,1,0,2,0,1,1,1,1,0
14603,1,3,3,2,0,2,0,1,0,0,1,0
14608,0,2,3,1,0,2,0,0,1,0,1,0
14703,1,3,3,2,0,2,0,0,1,0,1,0
14752,1,3,3,2,0,1,0,1,0,1,1,0
14777,0,2,3,1,0,2,0,2,0,2,1,0
14852,1,3,1,1,0,2,0,2,0,0,1,0
14854,1,2,1,1,0,2,0,1,1,1,1,0
14936,1,3,3,2,0,2,0,0,1,0,1,0
14973,1,3,3,2,0,1,0,1,0,1,1,0
15018,1,3,3,2,0,2,0,1,0,0,1,0
15048,1,2,3,2,0,2,0,1,0,1,1,0
15082,1,3,3,1,0,1,0,2,0,1,1,0
15116,1,3,3,2,0,2,0,0,1,0,1,0
15132,1,3,3,2,0,3,0,2,0,1,1,0
15140,0,2,1,1,0,2,0,1,0,0,1,0
15201,1,2,3,2,0,2,0,0,1,1,1,0
15405,1,2,3,1,0,2,0,1,1,1,1,0
15439,1,2,3,1,0,1,0,1,0,0,1,0
15525,1,2,3,1,0,1,0,0,1,0,1,0
15547,1,2,3,1,0,2,0,1,1,1,1,0
15555,1,3,3,1,0,1,0,1,1,1,1,0
15595,1,2,3,2,0,3,0,0,1,0,1,0
15684,1,3,3,1,0,1,0,1,1,1,1,0
15693,1,2,3,1,0,2,0,0,2,1,1,0
15707,0,2,3,1,1,3,0,2,0,1,1,0
15711,1,3,3,2,0,2,0,1,0,0,1,0
15734,1,3,3,1,0,2,0,1,1,0,1,0
15750,1,2,3,1,0,1,0,1,0,0,1,0
15759,1,2,3,1,0,3,0,1,1,0,1,0
15933,1,2,3,1,0,1,0,1,0,0,1,0
15960,1,2,3,1,0,1,0,1,0,0,1,0
